LEAR_ID	AGENCY_NAME	ADDRESS1	CITY	AGENCY_STATE	ZIP	COUNTY	FIPS	ORI9	SAMPTYPE	STRATA	Q_8	Q_8_IMPUTED	Q_10A	Q_10A_IMPUTED	Q_10B	Q_10C	Q_10D	Q_10D_OTHER	Q10D_UPCODE	Q_10E	Q_10F	Q_10G	Q_10H	ANY_TYPE	ANY_Q10_OTHER	Q_11_M	Q_11_Y	Q_12	Q_12_ESTACT	Q_13	Q14M1	Q14M2	Q14M3	Q14M4	Q14M5	Q14M6	Q14M7	Q14M8	Q14M9	Q14M10	Q14M11	Q14M12	Q14M13	Q_14_OTHER	Q14_UPCODE	Q14M14	Q_15	Q_15_NUMBER	Q16M1	Q16M2	Q16M3	Q16M4	Q16M5	Q16M6	Q16M7	Q16M8	Q16M9	Q16M10	Q16M11	Q16M12	Q16M13	Q16M14	Q16M15	Q16M16	Q_16_OTHER	Q16_UPCODE	Q16M17	Q_17	Q_17_OTHER	Q17_UPCODE	Q_18	Q_19	Q_20	Q_21	Q22M1	Q22M2	Q22M3	Q22M4	Q22M5	Q22M6	Q22M7	Q22M8	Q22M9	Q22M10	Q22M11	Q_22_OTHER	Q22_UPCODE	Q22_ANY	Q22M12	Q_23	Q_24	Q_24_OTHER	Q24_UPCODE	Q25M1	Q25M2	Q25M3	Q25M4	Q25M5	Q25M6	Q25M7	Q_25_OTHER	Q25_UPCODE	Q25M8	Q_26A	Q_26B	Q_26C	Q_26D	Q_26E	Q_26F	Q_27	Q_28	Q_29	Q_30	Q_31	Q_32	Q_33	Q_34	Q_35	Q_36	Q_37	Q_38	Q_39	Q_40	Q_41	Q_42	Q_43	Q_44	Q_45	Q_46	Q_47	Q_48	Q_49	Q_50	Q_50_OTHER	Q50_UPCODE	Q51M1	Q51M2	Q51M3	Q51M4	Q51M5	Q51M6	Q_51_NUMBER	Q51M7	Q51M8	Q51M9	Q51M10	Q51M11	Q51M12	Q_51_OTHER	Q51_UPCODE	Q51M13	Q_52A	Q_52B	Q_52C	Q_52D	Q_52E	Q_52F	Q_52G	Q_52H	Q_53	Q54M1	Q54M2	Q54M3	Q54M4	Q54M5	Q54M6	Q54M7	Q54M8	Q54M9	Q54M10	Q54M11	Q54M12	Q_54_OTHER	Q54_UPCODE	Q54M13	Q54M14	Q_55	Q_56	Q_57	Q58M1	Q58M2	Q58M3	Q58M4	Q58M5	Q58M6	Q58M7	Q_58_OTHER	Q58_UPCODE	Q58M8	Q59M1	Q59M2	Q59M3	Q59M4	Q59M5	Q59M6	Q59M7	Q59M8	Q59M9	Q59M10	Q59M11	Q59M12	Q_59_OTHER	Q59_UPCODE	Q59_NONE	Q59_TOO_SOON	Q59M13	Q_60	Q_60_OTHER	Q60_UPCODE	Q61M1	Q61M2	Q61M3	Q61M4	Q61M5	Q61M6	Q61M7	Q61M8	Q61M9	Q61M10	Q61M11	Q61M12	Q61M13	Q61M14	Q_61_OTHER	Q61_UPCODE	Q61_INPROCESS	Q61M15	Q62M1	Q62M2	Q62M3	Q62M4	Q62M5	Q62M6	Q62M7	Q62M8	Q62M9	Q62M10	Q62M11	Q_62_OTHER	Q62_UPCODE	Q62_INPROCESS	Q62_NONE	Q62M12	Q_63	Q_64	Q_65	Q_66	Q_67	Q_68	Q_69	Q_70	Q_71	Q_72A	Q_72B	Q_72C	Q_72D	Q_72E	Q_72F	FINALWEIGHT
639263	SAINT CHARLES POLICE DEPARTMENT	211 N RIVERSIDE AVE	SAINT CHARLES	IL	60174	KANE	17089	IL0451400	3	103	52	0	1	0	2	2	2	 	-88	-88	-88	-88	-88	1	0	8	2015	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	0	 	-88	0	2	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Received a free body worn camera at training sponsored by Illinois Chiefs of Police Association	2	0	-9	 	-9	2	2	77	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	77	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	77	77	77	77	77	77	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	 	-9	1	6	6	6	6	6	6	-9	6	2	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	0	1	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	0	-9	-9	-9	-9	-9	-9	-9	-9	4.3705722070844
639267	SAINT JACOB POLICE DEPARTMENT	213 N DOUGLAS ST	SAINT JACOB	IL	62281	MADISON	17119	IL0602500	3	106	0	0	2	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	0	1	0	1	1	1	1	0	0	1	0	 	-88	-88	0	1	1	1	1	1	1	1	1	0	0	0	 	-88	-88	-88	0	4	-8	3	4	2	1	0	0	0	0	0	0	0	0	0	5.2860411899313
639272	SANDWICH POLICE DEPARTMENT	308 E COLLEGE ST	SANDWICH	IL	60548	DEKALB	17037	IL0190300	3	104	16	0	2	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	1	0	0	1	0	 	-88	-88	0	0	0	1	1	1	0	0	0	0	0	0	 	-88	-88	-88	0	77	-8	1	1	2	1	0	0	0	0	0	0	0	0	0	4.6184971098267
639275	SAUGET POLICE DEPARTMENT	2897 FALLING SPRINGS RD	SAUGET	IL	62206	ST. CLAIR	17163	IL0822200	3	105	11	0	2	0	2	2	1	DOMESTIC VICTIM STATEMENTS	2	2	2	2	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	1	1	1	1	0	 	-88	-88	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	3	-8	77	77	2	1	0	0	0	0	0	0	0	0	0	5.1346153846154
639278	SCHAUMBURG POLICE DEPARTMENT	1000 W SCHAUMBURG RD	SCHAUMBURG	IL	60194	 	 	IL0162A00	3	101	115	0	2	0	1	2	-9	 	-9	-9	-9	-9	-9	1	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	0	0	1	1	0	 	-88	-88	0	0	1	1	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	2	5	77	2	3	1	4	0	0	0	0	0	0	0	0	1.0868824531516
639286	SHEFFIELD POLICE DEPARTMENT	265 S MAIN ST	SHEFFIELD	IL	61361	BUREAU	17011	IL0060500	3	107	5	0	2	0	2	2	2	 	-88	-88	-88	-88	-88	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	1	1	1	1	0	 	-88	-88	0	0	1	1	0	0	1	1	0	0	0	0	 	1	0	0	0	4	-8	77	77	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	6.6611570247934
639289	SHELDON POLICE DEPARTMENT	135 WEST GROVE	SHELDON	IL	60966	IROQUOIS	17075	IL0380500	3	107	1	0	2	0	2	2	2	 	-88	-88	-88	-88	-88	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	1	0	0	0	1	0	 	-88	-88	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	4	-8	77	2	2	1	0	-9	-9	-9	-9	-9	-9	-9	-9	6.6611570247934
639293	SHILOH POLICE DEPARTMENT	3498 LEBANON AVE.	SHILOH	IL	62269	 	17163	IL0822500	3	104	18	0	1	0	1	-9	-9	 	-9	-9	-9	-9	-9	1	-9	3	2015	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	 	-88	0	2	-88	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	 	-88	0	9	 	-88	2	3	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	0	0	 	0	1	0	1	0	0	 	-88	0	1	6	4	6	6	6	6	6	1	1	0	0	0	0	0	0	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	-9	1	1	0	-9	1	-9	-9	-9	-9	4.6184971098267
639298	SKOKIE POLICE DEPARTMENT	7300 NILES CENTER RD.	SKOKIE	IL	60077	COOK	17031	IL0164A00	3	101	118	0	2	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	1	1	1	1	1	1	1	0	0	0	0	 	-88	-88	0	1	1	1	1	1	0	0	0	0	1	0	 	-88	-88	-88	0	3	-8	3	4	3	1	46	0	0	0	0	0	0	0	0	1.0868824531516
639301	SOMONAUK POLICE DEPARTMENT	140 W. DEKALB ST	SOMONAUK	IL	60552	DEKALB	17037	IL0190400	3	105	4	0	2	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	0	1	1	1	0	 	-88	-88	0	0	0	1	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	77	-8	1	1	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	5.1346153846154
639318	SPARTA POLICE DEPARTMENT	112 W JACKSON ST	SPARTA	IL	62286	RANDOLPH	17157	IL0790300	3	104	10	0	2	0	1	1	2	 	1	1	2	2	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	1	1	0	0	0	 	-88	-88	0	1	1	1	0	0	1	1	0	0	0	0	 	-88	-88	-88	0	77	-8	2	2	2	1	3	0	0	0	0	0	0	0	0	4.6184971098267
639323	SPRINGFIELD POLICE DEPARTMENT	800 E MONROE ST STE 345	SPRINGFIELD	IL	62701	SANGAMON	17167	IL0840200	3	101	249	0	1	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	4	2016	90	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	 	-88	0	1	165	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	 	-88	0	4	 	-88	77	1	1	1	0	1	1	1	0	0	1	0	0	0	0	 	-88	-88	0	1	7	90 days unless flagged	2	1	1	1	0	1	0	0	 	-88	0	1	1	1	1	77	77	1	1	2	1	2	1	77	-88	-8	-88	-8	1	2	77	-8	77	-8	1	2	77	-8	77	-8	2	 	-88	1	1	1	1	0	0	 	0	0	0	1	0	0	 	-88	0	6	6	6	6	6	6	6	6	1	1	1	1	1	1	1	1	0	0	0	0	0	 	-88	0	0	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	7	3	3	0	2	1	0	0	0	1.0868824531516
639325	SPRING VALLEY POLICE DEPARTMENT	215 N GREENWOOD ST	SPRING VALLEY	IL	61362	BUREAU	17011	IL0060600	3	104	10	0	2	0	1	2	2	 	1	2	2	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	1	1	0	0	1	1	0	 	-88	-88	0	0	0	0	1	1	0	0	0	1	0	0	 	-88	-88	-88	0	2	4	2	1	2	1	0	0	0	0	0	0	0	0	0	4.6184971098267
639332	STERLING POLICE DEPARTMENT	212 3RD AVE	STERLING	IL	61081	 	17195	IL0980700	3	103	24	0	2	0	1	1	2	 	1	1	2	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	1	1	0	0	0	0	1	0	 	-88	-88	0	0	1	1	1	0	0	0	0	1	0	0	 	-88	-88	-88	0	3	-8	2	2	3	-9	2	0	0	0	0	0	0	0	0	4.3705722070844
639334	STICKNEY POLICE DEPARTMENT	6533 PERSHING RD	STICKNEY	IL	60402	COOK	17031	IL0169A00	3	104	16	0	2	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	1	1	1	0	1	1	1	1	0	1	1	0	 	-88	-88	0	0	0	0	1	0	0	0	1	0	0	0	 	-88	-88	-88	0	4	-8	77	4	2	1	0	0	0	0	0	0	0	0	0	4.6184971098267
639354	THAYER POLICE DEPARTMENT	PO BOX 342	THAYER	IL	62689	SANGAMON	17167	IL0843000	3	106	1	0	2	0	1	1	2	 	1	2	2	2	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	0	0	0	0	0	 	-88	-88	0	0	0	1	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	2	5	2	2	2	1	0	0	0	0	0	0	0	0	0	5.2860411899313
639362	TINLEY PARK POLICE DEPARTMENT	7850 183RD ST	TINLEY PARK	IL	60477	COOK	17031	IL0165M00	3	102	76	0	2	0	1	2	2	 	1	1	2	2	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	1	1	1	1	1	1	0	1	1	0	 	-88	-88	0	1	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	0	4	-8	3	2	2	1	3	0	0	0	0	0	0	0	0	4.485549132948
639364	TOLONO POLICE DEPARTMENT	507 W STRONG ST	TOLONO	IL	61880	CHAMPAIGN	17019	IL0100500	3	105	3	0	2	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	1	1	1	1	0	 	-88	-88	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	4	-8	2	4	2	1	2	0	0	0	0	0	0	0	0	5.1346153846154
639370	TRENTON POLICE DEPARTMENT	25 W INDIANA ST	TRENTON	IL	62293	CLINTON	17027	IL0140500	3	105	5	0	2	0	1	1	2	 	1	2	2	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	1	1	1	1	0	0	0	 	-88	-88	0	0	1	0	0	1	1	0	0	0	0	0	 	-88	-88	-88	0	4	-8	4	77	3	1	0	0	0	0	0	0	0	0	0	5.1346153846154
639372	TROY POLICE DEPARTMENT	116 E MARKET ST	TROY	IL	62294	MADISON	17119	IL0601400	3	104	20	0	2	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	1	1	0	0	0	1	0	 	-88	-88	0	0	0	0	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	1	5	2	2	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	4.6184971098267
