"_","ST","County","StateFIPS","CountyFIPS","S_C_Rate","U_C_Rate","Deaths","Population"
"","","","","","","","",""
"2008-2014, United States","","","","","","","",""
"Smoothed  Death Rates per 100,000 Population","","","","","","","",""
"Firearm, Homicide, All Races, All Ethnicities, Both Sexes, All Ages","","","","","","","",""
"Annualized Crude Rate for United States: 3.65","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"Reports for All Ages include those of unknown age.","","","","","","","",""
"* Rates based on 20 or fewer deaths may be unstable.  These rates are suppressed for counties (see legend above); such rates in the title have an asterisk.","","","","","","","",""
"","","","","","","","",""
"Rates appearing in this map have been geospatially smoothed.                                      m1770934 created 24MAR17:19:57     downloaded 08DEC20:19:50","","","","","","","",""
"","","","","","","","",""
"Types of Rates:    S_C_Rate = Smoothed, Crude Rate.","","","","","","","",""
".......................    U_C_Rate = Unsmoothed, Crude Rate.","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"Produced by: the Statistics, Programming & Economics Branch, National Center for Injury Prevention & Control, CDC","","","","","","","",""
"Data Sources: NCHS National Vital Statistics System for numbers of deaths; US Census Bureau for population estimates.","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","ST","County","StateFIPS","CountyFIPS","S_C_Rate","U_C_Rate","Deaths","Population"
"","OK","KINGFISHER","40","73","5.21434346","","","105645"
"","OK","KIOWA","40","75","4.638816897","","","65872"
"","OK","LATIMER","40","77","3.28407225","","","76843"
"","OK","LE FLORE","40","79","3.102598899","","","349945"
"","OK","LINCOLN","40","81","5.413444991","","","239512"
"","OK","LOGAN","40","83","4.960631515","","","299370"
"","OK","LOVE","40","85","2.702254066","","","66490"
"","OK","MC CLAIN","40","87","1.871668016","","","246005"
"","OK","MC CURTAIN","40","89","4.357636031","","","231902"
"","OK","MC INTOSH","40","91","4.997021775","","","141752"
"","OK","MAJOR","40","93","","","","53233"
"","OK","MARSHALL","40","95","2.989524591","","","110951"
"","OK","MAYES","40","97","2.426729114","","","287460"
"","OK","MURRAY","40","99","2.908749414","","","94773"
"","OK","MUSKOGEE","40","101","4.060652141","6.082663396","30","493205"
"","OK","NOBLE","40","103","2.11777263","","","80561"
"","OK","NOWATA","40","105","1.747477807","","","74182"
"","OK","OKFUSKEE","40","107","4.199412082","","","85372"
"","OK","OKLAHOMA","40","109","4.618526006","6.53487546","335","5126341"
"","OK","OKMULGEE","40","111","5.996619884","","","277193"
"","OK","OSAGE","40","113","5.628676229","","","334500"
"","OK","OTTAWA","40","115","2.245905714","","","224134"
"","OK","PAWNEE","40","117","5.606419093","","","115800"
"","OK","PAYNE","40","119","2.652707031","","","545379"
"","OK","PITTSBURG","40","121","3.507235533","","","317470"
"","OK","PONTOTOC","40","123","3.27482316","","","263243"
"","OK","POTTAWATOMIE","40","125","4.957610068","","","491048"
"","OK","PUSHMATAHA","40","127","3.65057056","","","79631"
"","OK","ROGER MILLS","40","129","","","","25891"
"","OK","ROGERS","40","131","5.353611678","","","614068"
"","OK","SEMINOLE","40","133","4.039812804","","","177959"
"","OK","SEQUOYAH","40","135","3.566359718","","","292576"
"","OK","STEPHENS","40","137","4.112771264","","","313766"
"","OK","TEXAS","40","139","","","","146969"
"","OK","TILLMAN","40","141","3.953094734","","","55196"
"","OK","TULSA","40","143","5.133833151","6.822646591","291","4265207"
"","OK","WAGONER","40","145","5.497170431","","","516317"
"","OK","WASHINGTON","40","147","5.442304725","","","359109"
"","OK","WASHITA","40","149","3.241217007","","","81398"
"","OK","WOODS","40","151","","","","62019"
"","OK","WOODWARD","40","153","","","","144165"
"","OR","BAKER","41","1","","","","112711"
"","OR","BENTON","41","3","1.031871782","","","599758"
"","OR","CLACKAMAS","41","5","1.360046523","1.049546071","28","2667820"
"","OR","CLATSOP","41","7","0.781891395","","","259957"
"","OR","COLUMBIA","41","9","1.365047998","","","345238"
"","OR","COOS","41","11","2.153619938","","","439728"
"","OR","CROOK","41","13","1.4914717","","","147296"
"","OR","CURRY","41","15","2.260193473","","","156350"
"","OR","DESCHUTES","41","17","1.397770028","","","1129773"
"","OR","DOUGLAS","41","19","1.730614459","","","750492"
"","OR","GILLIAM","41","21","","","","13371"
"","OR","GRANT","41","23","2.030231599","","","51265"
"","OR","HARNEY","41","25","2.126391892","","","51097"
"","OR","HOOD RIVER","41","27","1.680879967","","","156608"
"","OR","JACKSON","41","29","1.948957647","1.462228548","21","1436164"
"","OR","JEFFERSON","41","31","1.308134517","","","152801"
"","OR","JOSEPHINE","41","33","1.748786779","","","579687"
"","OR","KLAMATH","41","35","1.540960449","","","463209"
"","OR","LAKE","41","37","2.296243661","","","55143"
"","OR","LANE","41","39","1.265108906","1.213243278","30","2472711"
"","OR","LINCOLN","41","41","1.096616281","","","322640"
"","OR","LINN","41","43","1.159658506","","","822117"
"","OR","MALHEUR","41","45","1.631494367","","","216258"
"","OR","MARION","41","47","1.306033835","1.348445512","30","2224784"
"","OR","MORROW","41","49","1.397115679","","","78162"
"","OR","MULTNOMAH","41","51","1.355101013","1.951917012","102","5225632"
"","OR","POLK","41","53","1.153227474","","","531426"
"","OR","SHERMAN","41","55","","","","12087"
"","OR","TILLAMOOK","41","57","0.916397543","","","176997"
"","OR","UMATILLA","41","59","1.396668635","","","532758"
"","OR","UNION","41","61","","","","179737"
"","OR","WALLOWA","41","63","1.546813296","","","48295"
"","OR","WASCO","41","65","1.367539331","","","176489"
"","OR","WASHINGTON","41","67","1.330771054","0.68853507","26","3776133"
"","OR","WHEELER","41","69","","","","9869"
"","OR","YAMHILL","41","71","1.022266148","","","698494"
"","PA","ADAMS","42","1","1.719678072","","","710073"
"","PA","ALLEGHENY","42","3","4.346562207","6.566803898","564","8588653"
"","PA","ARMSTRONG","42","5","4.49118679","","","480565"
"","PA","BEAVER","42","7","4.814809675","2.851327587","34","1192427"
"","PA","BEDFORD","42","9","1.588771532","","","346625"
"","PA","BERKS","42","11","1.470419993","2.532736486","73","2882258"
"","PA","BLAIR","42","13","1.259994071","","","887870"
"","PA","BRADFORD","42","15","1.141275196","","","437318"
"","PA","BUCKS","42","17","6.332026949","0.753615126","33","4378893"
"","PA","BUTLER","42","19","4.803222728","","","1290994"
"","PA","CAMBRIA","42","21","1.583622088","2.617695622","26","993240"
"","PA","CAMERON","42","23","","","","35005"
"","PA","CARBON","42","25","2.071885549","","","454564"
"","PA","CENTRE","42","27","0.792810163","","","1085705"
"","PA","CHESTER","42","29","2.752756643","0.880962875","31","3518877"
"","PA","CLARION","42","31","1.0001686","","","277767"
"","PA","CLEARFIELD","42","33","1.358275262","","","571513"
"","PA","CLINTON","42","35","0.838368721","","","276091"
"","PA","COLUMBIA","42","37","1.705861619","","","469275"
"","PA","CRAWFORD","42","39","2.248032851","","","617163"
"","PA","CUMBERLAND","42","41","2.500191259","","","1661821"
"","PA","DAUPHIN","42","43","2.024710584","4.728921232","89","1882036"
"","PA","DELAWARE","42","45","7.622670585","5.35964904","210","3918167"
"","PA","ELK","42","47","","","","222727"
"","PA","ERIE","42","49","1.618794694","2.092870356","41","1959032"
"","PA","FAYETTE","42","51","1.609680123","","","953279"
"","PA","FOREST","42","53","1.247760135","","","53459"
"","PA","FRANKLIN","42","55","1.108482492","","","1052988"
"","PA","FULTON","42","57","1.064439701","","","103441"
"","PA","GREENE","42","59","1.72509854","","","268863"
"","PA","HUNTINGDON","42","61","1.047028811","","","321416"
"","PA","INDIANA","42","63","1.52067163","","","619220"
"","PA","JEFFERSON","42","65","1.141629357","","","314978"
"","PA","JUNIATA","42","67","2.472210066","","","173018"
"","PA","LACKAWANNA","42","69","1.885316052","","","1498264"
"","PA","LANCASTER","42","71","2.05729143","1.174267592","43","3661857"
"","PA","LAWRENCE","42","73","3.691224351","3.794124482","24","632557"
"","PA","LEBANON","42","75","2.221354622","","","940293"
"","PA","LEHIGH","42","77","1.463262214","2.516243978","62","2463990"
"","PA","LUZERNE","42","79","1.699762637","2.587364827","58","2241663"
"","PA","LYCOMING","42","81","1.094230348","","","815544"
"","PA","MC KEAN","42","83","1.143304962","","","302773"
"","PA","MERCER","42","85","3.718170275","","","812769"
"","PA","MIFFLIN","42","87","","","","326813"
"","PA","MONROE","42","89","1.467625822","2.373732279","28","1179577"
"","PA","MONTGOMERY","42","91","6.455155039","1.083402067","61","5630412"
"","PA","MONTOUR","42","93","1.060774163","","","128568"
"","PA","NORTHAMPTON","42","95","1.431008307","1.484978722","31","2087572"
"","PA","NORTHUMBERLAND","42","97","2.255091693","","","660570"
"","PA","PERRY","42","99","2.19102123","","","320310"
"","PA","PHILADELPHIA","42","101","7.04139596","15.77259326","1695","10746489"
"","PA","PIKE","42","103","1.451339048","","","399861"
"","PA","POTTER","42","105","0.972555863","","","122082"
"","PA","SCHUYLKILL","42","107","2.487091496","","","1032616"
"","PA","SNYDER","42","109","","","","278604"
"","PA","SOMERSET","42","111","1.538820932","","","541250"
"","PA","SULLIVAN","42","113","1.901826752","","","44933"
"","PA","SUSQUEHANNA","42","115","1.055208973","","","300253"
"","PA","TIOGA","42","117","0.97215513","","","295168"
"","PA","UNION","42","119","0.851533305","","","314600"
"","PA","VENANGO","42","121","1.101040322","","","381765"
"","PA","WARREN","42","123","1.42767162","","","289834"
"","PA","WASHINGTON","42","125","4.377477758","1.786299495","26","1455523"
"","PA","WAYNE","42","127","1.347565174","","","364018"
"","PA","WESTMORELAND","42","129","4.253191238","1.414894675","36","2544359"
"","PA","WYOMING","42","131","1.652479355","","","197749"
"","PA","YORK","42","133","2.500849982","2.981545869","91","3052108"
"","RI","BRISTOL","44","1","1.791515522","","","347463"
"","RI","KENT","44","3","1.425473627","","","1160450"
"","RI","NEWPORT","44","5","1.264877272","","","578991"
"","RI","PROVIDENCE","44","7","1.107878208","2.249849158","99","4400295"
"","RI","WASHINGTON","44","9","0.706317658","","","887201"
"","SC","ABBEVILLE","45","1","4.473759952","","","176885"
"","SC","AIKEN","45","3","6.389552536","5.3988942","61","1129861"
"","SC","ALLENDALE","45","5","9.638165562","","","71622"
"","SC","ANDERSON","45","7","4.114316728","5.607411482","74","1319682"
"","SC","BAMBERG","45","9","9.814737868","","","110389"
"","SC","BARNWELL","45","11","7.304196921","","","156814"
"","SC","BEAUFORT","45","13","6.512525472","3.196052788","37","1157678"
"","SC","BERKELEY","45","15","6.527527595","4.731333918","61","1289277"
"","SC","CALHOUN","45","17","5.92840479","","","105666"
"","SC","CHARLESTON","45","19","6.101160901","7.471993933","188","2516062"
"","SC","CHEROKEE","45","21","4.06285649","6.17763798","24","388498"
"","SC","CHESTER","45","23","5.258376685","","","230228"
"","SC","CHESTERFIELD","45","25","4.809433207","","","324710"
"","SC","CLARENDON","45","27","6.524478733","","","242033"
"","SC","COLLETON","45","29","6.553701899","11.89179949","32","269093"
"","SC","DARLINGTON","45","31","5.336130783","8.362480061","40","478327"
"","SC","DILLON","45","33","7.785103358","9.501273623","21","221023"
"","SC","DORCHESTER","45","35","6.691736969","3.684692661","36","977015"
"","SC","EDGEFIELD","45","37","5.886268032","","","186707"
"","SC","FAIRFIELD","45","39","5.98959916","","","165237"
"","SC","FLORENCE","45","41","7.237947226","4.265279584","41","961250"
"","SC","GEORGETOWN","45","43","6.057501055","","","422921"
"","SC","GREENVILLE","45","45","3.890893658","3.665320231","118","3219364"
"","SC","GREENWOOD","45","47","4.808315926","6.571543573","32","486948"
"","SC","HAMPTON","45","49","6.030269457","","","145800"
"","SC","HORRY","45","51","7.26345484","4.63587996","90","1941379"
"","SC","JASPER","45","53","6.888753309","16.3011096","29","177902"
"","SC","KERSHAW","45","55","6.320813141","","","433266"
"","SC","LANCASTER","45","57","4.785237656","7.517280578","41","545410"
"","SC","LAURENS","45","59","4.411632603","5.793693029","27","466024"
"","SC","LEE","45","61","5.874456341","","","132605"
"","SC","LEXINGTON","45","63","5.449843805","3.383258776","63","1862110"
"","SC","MC CORMICK","45","65","3.47385059","","","70475"
"","SC","MARION","45","67","5.357141967","","","229160"
"","SC","MARLBORO","45","69","8.772527839","","","199765"
"","SC","NEWBERRY","45","71","5.156201165","","","262518"
"","SC","OCONEE","45","73","3.767828261","","","520105"
"","SC","ORANGEBURG","45","75","5.3210306","9.966642892","64","642142"
"","SC","PICKENS","45","77","3.934894316","3.710757246","31","835409"
"","SC","RICHLAND","45","79","5.188561364","6.100084005","166","2721274"
"","SC","SALUDA","45","81","4.351936427","","","139011"
"","SC","SPARTANBURG","45","83","4.003811745","4.336582613","87","2006188"
"","SC","SUMTER","45","85","5.870971747","7.444294082","56","752254"
"","SC","UNION","45","87","4.629522899","","","199968"
"","SC","WILLIAMSBURG","45","89","5.440178438","11.78446219","28","237601"
"","SC","YORK","45","91","4.977819771","3.711350919","60","1616662"
"","SD","AURORA","46","3","","","","19108"
"","SD","BEADLE","46","5","","","","123696"
"","SD","BENNETT","46","7","","","","24013"
"","SD","BON HOMME","46","9","","","","49259"
"","SD","BROOKINGS","46","11","","","","226274"
"","SD","BROWN","46","13","","","","259592"
"","SD","BRULE","46","15","","","","36842"
"","SD","BUFFALO","46","17","","","","13848"
"","SD","BUTTE","46","19","","","","71244"
"","SD","CAMPBELL","46","21","","","","9914"
"","SD","CHARLES MIX","46","23","","","","64117"
"","SD","CLARK","46","25","","","","25545"
"","SD","CLAY","46","27","","","","97664"
"","SD","CODINGTON","46","29","","","","192180"
"","SD","CORSON","46","31","","","","28625"
"","SD","CUSTER","46","33","","","","57890"
"","SD","DAVISON","46","35","","","","137336"
"","SD","DAY","46","37","","","","39605"
"","SD","DEUEL","46","39","","","","30488"
"","SD","DEWEY","46","41","","","","38017"
"","SD","DOUGLAS","46","43","","","","20980"
"","SD","EDMUNDS","46","45","","","","28266"
"","SD","FALL RIVER","46","47","","","","48847"
"","SD","FAULK","46","49","","","","16618"
"","SD","GRANT","46","51","","","","51171"
"","SD","GREGORY","46","53","","","","29701"
"","SD","HAAKON","46","55","","","","13389"
"","SD","HAMLIN","46","57","","","","41331"
"","SD","HAND","46","59","","","","23793"
"","SD","HANSON","46","61","","","","23685"
"","SD","HARDING","46","63","","","","8893"
"","SD","HUGHES","46","65","","","","120411"
"","SD","HUTCHINSON","46","67","","","","50802"
"","SD","HYDE","46","69","","","","9879"
"","SD","JACKSON","46","71","","","","21817"
"","SD","JERAULD","46","73","","","","14285"
"","SD","JONES","46","75","","","","6973"
"","SD","KINGSBURY","46","77","","","","36007"
"","SD","LAKE","46","79","","","","81282"
"","SD","LAWRENCE","46","81","","","","169756"
"","SD","LINCOLN","46","83","","","","326420"
"","SD","LYMAN","46","85","","","","26531"
"","SD","MC COOK","46","87","","","","39275"
"","SD","MC PHERSON","46","89","","","","17187"
"","SD","MARSHALL","46","91","","","","32581"
"","SD","MEADE","46","93","","","","180714"
"","SD","MELLETTE","46","95","","","","14473"
"","SD","MINER","46","97","","","","16485"
"","SD","MINNEHAHA","46","99","","","","1214350"
"","SD","MOODY","46","101","","","","45164"
"","SD","PENNINGTON","46","103","","","","720513"
"","SD","PERKINS","46","105","","","","20954"
"","SD","POTTER","46","107","","","","16316"
"","SD","ROBERTS","46","109","","","","71493"
"","SD","SANBORN","46","111","","","","16444"
"","SD","SHANNON","46","113","","","","96756"
"","SD","SPINK","46","115","","","","45674"
"","SD","STANLEY","46","117","","","","20669"
"","SD","SULLY","46","119","","","","9849"
"","SD","TODD","46","121","","","","68351"
"","SD","TRIPP","46","123","","","","39059"
"","SD","TURNER","46","125","","","","58387"
"","SD","UNION","46","127","","","","101626"
"","SD","WALWORTH","46","129","","","","38222"
"","SD","YANKTON","46","135","","","","157482"
"","SD","ZIEBACH","46","137","","","","19613"
"","TN","ANDERSON","47","1","3.522009142","","","526140"
"","TN","BEDFORD","47","3","2.280448219","","","317487"
"","TN","BENTON","47","5","2.926552928","","","114568"
"","TN","BLEDSOE","47","7","4.820499731","","","92202"
"","TN","BLOUNT","47","9","2.973642193","","","866440"
"","TN","BRADLEY","47","11","3.638497021","","","700746"
"","TN","CAMPBELL","47","13","2.296347806","","","283279"
"","TN","CANNON","47","15","2.509552332","","","96584"
"","TN","CARROLL","47","17","5.015838106","","","199717"
"","TN","CARTER","47","19","1.718195586","","","402062"
"","TN","CHEATHAM","47","21","5.143716421","","","274727"
"","TN","CHESTER","47","23","6.625954572","","","120009"
"","TN","CLAIBORNE","47","25","2.104947237","","","223250"
"","TN","CLAY","47","27","4.718824423","","","54716"
"","TN","COCKE","47","29","1.79539134","","","248749"
"","TN","COFFEE","47","31","2.485891824","","","371039"
"","TN","CROCKETT","47","33","6.371249217","","","102126"
"","TN","CUMBERLAND","47","35","2.958283432","","","396023"
"","TN","DAVIDSON","47","37","4.31073801","6.908838215","309","4472532"
"","TN","DECATUR","47","39","2.639416626","","","81957"
"","TN","DE KALB","47","41","2.231048291","","","132249"
"","TN","DICKSON","47","43","2.819905601","","","348844"
"","TN","DYER","47","45","5.940235111","","","267195"
"","TN","FAYETTE","47","47","11.86239167","","","269567"
"","TN","FENTRESS","47","49","3.404016871","","","125479"
"","TN","FRANKLIN","47","51","3.374453823","","","287641"
"","TN","GIBSON","47","53","4.985713269","","","346902"
"","TN","GILES","47","55","2.965958393","","","204801"
"","TN","GRAINGER","47","57","3.236947011","","","158470"
"","TN","GREENE","47","59","1.960264332","","","480069"
"","TN","GRUNDY","47","61","2.179479375","","","95594"
"","TN","HAMBLEN","47","63","2.157122916","","","438684"
"","TN","HAMILTON","47","65","3.408478563","5.368012934","128","2384495"
"","TN","HANCOCK","47","67","2.318824648","","","47065"
"","TN","HARDEMAN","47","69","6.726257408","","","188337"
"","TN","HARDIN","47","71","3.58297681","","","181921"
"","TN","HAWKINS","47","73","1.920848422","","","397211"
"","TN","HAYWOOD","47","75","6.905420755","","","129822"
"","TN","HENDERSON","47","77","6.005149416","","","195196"
"","TN","HENRY","47","79","2.928799457","","","225712"
"","TN","HICKMAN","47","81","2.383027778","","","171012"
"","TN","HOUSTON","47","83","3.377904872","","","58452"
"","TN","HUMPHREYS","47","85","2.396584525","","","128474"
"","TN","JACKSON","47","87","2.938184276","","","80898"
"","TN","JEFFERSON","47","89","2.833207062","","","362929"
"","TN","JOHNSON","47","91","2.112945155","","","126829"
"","TN","KNOX","47","93","2.815126759","3.76108293","115","3057630"
"","TN","LAKE","47","95","3.072679507","","","54258"
"","TN","LAUDERDALE","47","97","6.934620399","","","193852"
"","TN","LAWRENCE","47","99","3.27566431","","","293057"
"","TN","LEWIS","47","101","3.164136901","","","84122"
"","TN","LINCOLN","47","103","3.256876402","","","233550"
"","TN","LOUDON","47","105","3.080285963","","","343849"
"","TN","MC MINN","47","107","2.391586139","","","366701"
"","TN","MC NAIRY","47","109","5.789705047","","","182421"
"","TN","MACON","47","111","2.546540741","","","157025"
"","TN","MADISON","47","113","6.044542692","8.884241249","61","686609"
"","TN","MARION","47","115","4.418079796","","","197587"
"","TN","MARSHALL","47","117","2.291236315","","","215329"
"","TN","MAURY","47","119","2.162817607","4.357214938","25","573761"
"","TN","MEIGS","47","121","4.112318547","","","81805"
"","TN","MONROE","47","123","2.124192696","","","313702"
"","TN","MONTGOMERY","47","125","3.921371637","3.951103083","49","1240160"
"","TN","MOORE","47","127","1.833978681","","","44387"
"","TN","MORGAN","47","129","3.638879872","","","152886"
"","TN","OBION","47","131","2.722637493","","","220646"
"","TN","OVERTON","47","133","2.397339162","","","154282"
"","TN","PERRY","47","135","2.785319509","","","54897"
"","TN","PICKETT","47","137","3.505332825","","","35735"
"","TN","POLK","47","139","2.064677913","","","117067"
"","TN","PUTNAM","47","141","2.802252077","","","508287"
"","TN","RHEA","47","143","4.866797442","","","224315"
"","TN","ROANE","47","145","3.493081165","","","375859"
"","TN","ROBERTSON","47","147","5.22645034","","","465608"
"","TN","RUTHERFORD","47","149","4.355424523","2.595641441","49","1887780"
"","TN","SCOTT","47","151","2.4510626","","","154915"
"","TN","SEQUATCHIE","47","153","4.674393952","","","100175"
"","TN","SEVIER","47","155","2.760856541","","","639639"
"","TN","SHELBY","47","157","10.89443763","13.04667244","851","6522736"
"","TN","SMITH","47","159","2.384239857","","","133900"
"","TN","STEWART","47","161","3.866181136","","","92980"
"","TN","SULLIVAN","47","163","1.884337137","","","1096904"
"","TN","SUMNER","47","165","5.175884551","1.917431896","22","1147368"
"","TN","TIPTON","47","167","11.88932438","","","428117"
"","TN","TROUSDALE","47","169","2.204616034","","","54947"
"","TN","UNICOI","47","171","2.085403947","","","127556"
"","TN","UNION","47","173","3.285506399","","","134117"
"","TN","VAN BUREN","47","175","3.309687455","","","38969"
"","TN","WARREN","47","177","2.702792448","","","278557"
"","TN","WASHINGTON","47","179","2.018272489","","","865416"
"","TN","WAYNE","47","181","3.348167766","","","118923"
"","TN","WEAKLEY","47","183","3.20152837","","","242708"
"","TN","WHITE","47","185","3.060144869","","","181790"
"","TN","WILLIAMSON","47","187","4.650142083","","","1324549"
"","TN","WILSON","47","189","4.676718677","","","820088"
"","TX","ANDERSON","48","1","2.715817964","","","406771"
"","TX","ANDREWS","48","3","3.887158663","","","109283"
"","TX","ANGELINA","48","5","3.81591692","3.618373442","22","608008"
"","TX","ARANSAS","48","7","2.962982167","","","165917"
"","TX","ARCHER","48","9","2.248517792","","","62344"
"","TX","ARMSTRONG","48","11","2.479750359","","","13542"
"","TX","ATASCOSA","48","13","4.510582651","","","320239"
"","TX","AUSTIN","48","15","3.273852417","","","199805"
"","TX","BAILEY","48","17","2.495519408","","","49460"
"","TX","BANDERA","48","19","4.4073144","","","143918"
"","TX","BASTROP","48","21","1.489279042","","","524352"
"","TX","BAYLOR","48","23","2.124808198","","","25722"
"","TX","BEE","48","25","2.361367211","","","225947"
"","TX","BELL","48","27","2.603266662","4.808911548","106","2204241"
"","TX","BEXAR","48","29","4.136185369","4.586739646","563","12274514"
"","TX","BLANCO","48","31","1.725339519","","","73489"
"","TX","BORDEN","48","33","3.988910828","","","4403"
"","TX","BOSQUE","48","35","2.314908158","","","126155"
"","TX","BOWIE","48","37","4.680013104","4.931962042","32","648829"
"","TX","BRAZORIA","48","39","5.556170885","2.235463119","50","2236673"
"","TX","BRAZOS","48","41","2.615183311","2.096326946","29","1383372"
"","TX","BREWSTER","48","43","","","","64229"
"","TX","BRISCOE","48","45","","","","11205"
"","TX","BROOKS","48","47","2.817703617","","","50655"
"","TX","BROWN","48","49","","","","265661"
"","TX","BURLESON","48","51","2.471840836","","","120256"
"","TX","BURNET","48","53","2.062337693","","","304605"
"","TX","CALDWELL","48","55","1.586491131","","","269802"
"","TX","CALHOUN","48","57","1.640772297","","","150404"
"","TX","CALLAHAN","48","59","2.376502605","","","94646"
"","TX","CAMERON","48","61","2.118649524","0.976505283","28","2867368"
"","TX","CAMP","48","63","2.954418094","","","87007"
"","TX","CARSON","48","65","2.473272099","","","43040"
"","TX","CASS","48","67","6.944245744","","","212298"
"","TX","CASTRO","48","69","","","","55696"
"","TX","CHAMBERS","48","71","6.161655678","","","248290"
"","TX","CHEROKEE","48","73","3.252997193","","","355252"
"","TX","CHILDRESS","48","75","","","","49461"
"","TX","CLAY","48","77","2.67626355","","","74427"
"","TX","COCHRAN","48","79","4.653084623","","","21331"
"","TX","COKE","48","81","2.645245219","","","22956"
"","TX","COLEMAN","48","83","2.321766294","","","61051"
"","TX","COLLIN","48","85","3.819803066","0.932185772","53","5685562"
"","TX","COLLINGSWORTH","48","87","","","","21330"
"","TX","COLORADO","48","89","2.977842927","","","145455"
"","TX","COMAL","48","91","3.940149771","","","787852"
"","TX","COMANCHE","48","93","","","","96510"
"","TX","CONCHO","48","95","2.493822992","","","28629"
"","TX","COOKE","48","97","1.341465664","","","269417"
"","TX","CORYELL","48","99","3.603803751","","","530406"
"","TX","COTTLE","48","101","","","","10380"
"","TX","CRANE","48","103","3.647377852","","","31500"
"","TX","CROCKETT","48","105","","","","26215"
"","TX","CROSBY","48","107","2.3466621","","","42386"
"","TX","CULBERSON","48","109","3.55552666","","","16502"
"","TX","DALLAM","48","111","","","","47804"
"","TX","DALLAS","48","113","3.730787848","5.769267979","975","16899891"
"","TX","DAWSON","48","115","4.076033706","","","95491"
"","TX","DEAF SMITH","48","117","2.678840882","","","134726"
"","TX","DELTA","48","119","3.238654626","","","36617"
"","TX","DENTON","48","121","3.718587607","1.016889708","49","4818615"
"","TX","DE WITT","48","123","","","","141984"
"","TX","DICKENS","48","125","","","","16506"
"","TX","DIMMIT","48","127","2.725187667","","","72329"
"","TX","DONLEY","48","129","","","","25489"
"","TX","DUVAL","48","131","3.072288421","","","82141"
"","TX","EASTLAND","48","133","2.623882226","","","129014"
"","TX","ECTOR","48","135","3.3232528","3.820308761","38","994684"
"","TX","EDWARDS","48","137","","","","13791"
"","TX","ELLIS","48","139","4.53185227","3.103840391","33","1063199"
"","TX","EL PASO","48","141","1.509593268","1.251538643","71","5673017"
"","TX","ERATH","48","143","2.000304662","","","271199"
"","TX","FALLS","48","145","3.921402474","","","123069"
"","TX","FANNIN","48","147","1.575336629","","","236624"
"","TX","FAYETTE","48","149","2.165383763","","","172460"
"","TX","FISHER","48","151","2.357547008","","","27508"
"","TX","FLOYD","48","153","2.20541667","","","44395"
"","TX","FOARD","48","155","","","","9192"
"","TX","FORT BEND","48","157","5.714661593","2.996554197","128","4271573"
"","TX","FRANKLIN","48","159","2.65517104","","","74202"
"","TX","FREESTONE","48","161","2.629573705","","","137499"
"","TX","FRIO","48","163","4.051518069","","","123266"
"","TX","GAINES","48","165","4.733747296","","","126236"
"","TX","GALVESTON","48","167","5.909756716","3.211603957","67","2086185"
"","TX","GARZA","48","169","2.624210791","","","44853"
"","TX","GILLESPIE","48","171","2.319048958","","","174677"
"","TX","GLASSCOCK","48","173","3.487288463","","","8691"
"","TX","GOLIAD","48","175","1.762441367","","","51093"
"","TX","GONZALES","48","177","1.71229096","","","139420"
"","TX","GRAY","48","179","","","","159416"
"","TX","GRAYSON","48","181","1.256354112","2.474748725","21","848571"
"","TX","GREGG","48","183","4.169179514","6.44141997","55","853849"
"","TX","GRIMES","48","185","2.469779","","","186767"
"","TX","GUADALUPE","48","187","3.910667015","","","949188"
"","TX","HALE","48","189","2.199740953","","","251129"
"","TX","HALL","48","191","","","","23087"
"","TX","HAMILTON","48","193","1.909914125","","","58704"
"","TX","HANSFORD","48","195","","","","38778"
"","TX","HARDEMAN","48","197","","","","28511"
"","TX","HARDIN","48","199","4.927221668","","","383322"
"","TX","HARRIS","48","201","5.298532089","6.4016303","1876","29305035"
"","TX","HARRISON","48","203","6.662375362","5.602651347","26","464066"
"","TX","HARTLEY","48","205","","","","42248"
"","TX","HASKELL","48","207","","","","41099"
"","TX","HAYS","48","209","1.601491279","","","1152143"
"","TX","HEMPHILL","48","211","","","","27652"
"","TX","HENDERSON","48","213","2.962038442","","","550330"
"","TX","HIDALGO","48","215","2.171292369","2.734529355","151","5521974"
"","TX","HILL","48","217","2.639558048","","","245097"
"","TX","HOCKLEY","48","219","2.407621216","","","162163"
"","TX","HOOD","48","221","1.831361089","","","362580"
"","TX","HOPKINS","48","223","2.919314635","","","246725"
"","TX","HOUSTON","48","225","3.31337705","","","163091"
"","TX","HOWARD","48","227","","","","247769"
"","TX","HUDSPETH","48","229","1.379720388","","","23531"
"","TX","HUNT","48","231","1.542375361","","","605805"
"","TX","HUTCHINSON","48","233","","","","153710"
"","TX","IRION","48","235","3.109685519","","","11122"
"","TX","JACK","48","237","1.833917305","","","62950"
"","TX","JACKSON","48","239","1.94966324","","","99731"
"","TX","JASPER","48","241","3.671800842","","","249525"
"","TX","JEFF DAVIS","48","243","","","","16044"
"","TX","JEFFERSON","48","245","5.150023274","6.636897063","117","1762872"
"","TX","JIM HOGG","48","247","2.861851957","","","36796"
"","TX","JIM WELLS","48","249","3.195622386","","","287886"
